SEASON,NAME,LAT,LON,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW
1851,UNNAMED,28.0,-94.8,,,,
1851,UNNAMED,28.0,-95.4,,,,
1851,UNNAMED,28.0,-96.0,,,,
1851,UNNAMED,28.1,-96.5,,,,
1851,UNNAMED,28.2,-96.8,,,,
1851,UNNAMED,28.2,-97.0,,,,
1851,UNNAMED,28.3,-97.6,,,,
1851,UNNAMED,28.4,-98.3,,,,
1851,UNNAMED,28.6,-98.9,,,,
1851,UNNAMED,29.0,-99.4,,,,
1851,UNNAMED,29.5,-99.8,,,,
1851,UNNAMED,30.0,-100.0,,,,
1851,UNNAMED,30.5,-100.1,,,,
1851,UNNAMED,31.0,-100.2,,,,
1851,UNNAMED,22.2,-97.6,,,,
1851,UNNAMED,12.0,-60.0,,,,
1851,UNNAMED,13.4,-48.0,,,,
1851,UNNAMED,13.7,-49.5,,,,
1851,UNNAMED,14.0,-51.0,,,,
1851,UNNAMED,14.4,-52.8,,,,
1851,UNNAMED,14.9,-54.6,,,,
1851,UNNAMED,15.4,-56.5,,,,
1851,UNNAMED,15.9,-58.5,,,,
1851,UNNAMED,16.1,-60.4,,,,
1851,UNNAMED,16.6,-62.5,,,,
1851,UNNAMED,16.9,-64.1,,,,
1851,UNNAMED,17.2,-66.0,,,,
1851,UNNAMED,17.6,-67.6,,,,
1851,UNNAMED,18.0,-69.3,,,,
1851,UNNAMED,18.4,-71.1,,,,
1851,UNNAMED,18.9,-72.6,,,,
1851,UNNAMED,19.4,-74.3,,,,
1851,UNNAMED,19.9,-75.9,,,,
1851,UNNAMED,20.5,-77.6,,,,
1851,UNNAMED,21.2,-79.0,,,,
1851,UNNAMED,21.9,-80.4,,,,
1851,UNNAMED,22.6,-81.4,,,,
1851,UNNAMED,23.2,-82.5,,,,
1851,UNNAMED,23.9,-83.6,,,,
1851,UNNAMED,24.4,-84.3,,,,
1851,UNNAMED,25.0,-84.9,,,,
1851,UNNAMED,25.6,-85.5,,,,
1851,UNNAMED,26.2,-86.0,,,,
1851,UNNAMED,26.8,-86.3,,,,
1851,UNNAMED,27.4,-86.5,,,,
1851,UNNAMED,28.0,-86.6,,,,
1851,UNNAMED,28.5,-86.6,,,,
1851,UNNAMED,29.6,-86.1,,,,
1851,UNNAMED,30.1,-85.7,,,,
1851,UNNAMED,30.7,-85.1,,,,
1851,UNNAMED,31.6,-84.1,,,,
1851,UNNAMED,32.5,-83.0,,,,
1851,UNNAMED,33.4,-81.4,,,,
1851,UNNAMED,34.0,-80.0,,,,
1851,UNNAMED,34.8,-78.6,,,,
1851,UNNAMED,35.8,-77.0,,,,
1851,UNNAMED,36.8,-75.1,,,,
1851,UNNAMED,37.8,-73.6,,,,
1851,UNNAMED,38.9,-71.8,,,,
1851,UNNAMED,40.0,-70.0,,,,
1851,UNNAMED,41.3,-66.8,,,,
1851,UNNAMED,42.8,-63.3,,,,
1851,UNNAMED,44.5,-60.2,,,,
1851,UNNAMED,46.4,-57.2,,,,
1851,UNNAMED,48.5,-54.2,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,32.5,-73.5,,,,
1851,UNNAMED,28.7,-78.0,,,,
1851,UNNAMED,29.1,-77.8,,,,
1851,UNNAMED,29.5,-77.5,,,,
1851,UNNAMED,30.1,-77.1,,,,
1851,UNNAMED,30.7,-76.6,,,,
1851,UNNAMED,31.2,-76.3,,,,
1851,UNNAMED,31.6,-75.9,,,,
1851,UNNAMED,32.0,-75.5,,,,
1851,UNNAMED,32.7,-74.9,,,,
1851,UNNAMED,33.3,-74.3,,,,
1851,UNNAMED,34.0,-73.8,,,,
1851,UNNAMED,35.3,-73.0,,,,
1851,UNNAMED,37.0,-72.6,,,,
1851,UNNAMED,38.5,-72.1,,,,
1851,UNNAMED,40.2,-71.8,,,,
1851,UNNAMED,41.1,-71.7,,,,
1851,UNNAMED,42.0,-71.6,,,,
1852,UNNAMED,20.5,-67.1,,,,
1852,UNNAMED,20.7,-68.0,,,,
1852,UNNAMED,20.9,-68.8,,,,
1852,UNNAMED,21.1,-69.6,,,,
1852,UNNAMED,21.2,-70.6,,,,
1852,UNNAMED,21.5,-71.9,,,,
1852,UNNAMED,21.7,-73.0,,,,
1852,UNNAMED,21.9,-74.0,,,,
1852,UNNAMED,22.1,-74.9,,,,
1852,UNNAMED,22.2,-76.1,,,,
1852,UNNAMED,22.6,-77.1,,,,
1852,UNNAMED,22.9,-78.1,,,,
1852,UNNAMED,23.2,-79.3,,,,
1852,UNNAMED,23.5,-80.1,,,,
1852,UNNAMED,23.8,-81.1,,,,
1852,UNNAMED,24.2,-82.1,,,,
1852,UNNAMED,24.7,-83.1,,,,
1852,UNNAMED,25.2,-83.9,,,,
1852,UNNAMED,25.7,-84.6,,,,
1852,UNNAMED,26.2,-85.3,,,,
1852,UNNAMED,26.7,-86.0,,,,
1852,UNNAMED,27.2,-86.6,,,,
1852,UNNAMED,27.7,-87.1,,,,
1852,UNNAMED,28.2,-87.5,,,,
1852,UNNAMED,28.6,-87.8,,,,
1852,UNNAMED,28.8,-88.0,,,,
1852,UNNAMED,29.1,-88.2,,,,
1852,UNNAMED,29.4,-88.4,,,,
1852,UNNAMED,29.8,-88.6,,,,
1852,UNNAMED,30.2,-88.6,,,,
1852,UNNAMED,30.6,-88.5,,,,
1852,UNNAMED,31.2,-88.1,,,,
1852,UNNAMED,31.8,-87.4,,,,
1852,UNNAMED,32.3,-86.3,,,,
1852,UNNAMED,32.8,-84.8,,,,
1852,UNNAMED,33.2,-82.8,,,,
1852,UNNAMED,33.5,-80.5,,,,
1852,UNNAMED,33.8,-78.2,,,,
1852,UNNAMED,34.0,-76.0,,,,
1852,UNNAMED,34.4,-74.2,,,,
1852,UNNAMED,35.2,-72.8,,,,
1852,UNNAMED,36.4,-71.8,,,,
1852,UNNAMED,38.0,-70.8,,,,
1852,UNNAMED,39.6,-69.6,,,,
1852,UNNAMED,41.0,-68.0,,,,
1852,UNNAMED,17.0,-64.1,,,,
1852,UNNAMED,17.4,-65.1,,,,
1852,UNNAMED,17.7,-66.1,,,,
1852,UNNAMED,18.2,-67.1,,,,
1852,UNNAMED,18.6,-68.8,,,,
1852,UNNAMED,19.2,-70.1,,,,
1852,UNNAMED,19.5,-71.4,,,,
1852,UNNAMED,19.7,-72.5,,,,
1852,UNNAMED,26.4,-90.4,,,,
1852,UNNAMED,26.5,-89.6,,,,
1852,UNNAMED,26.6,-88.8,,,,
1852,UNNAMED,26.6,-88.1,,,,
1852,UNNAMED,26.8,-87.4,,,,
1852,UNNAMED,26.9,-86.6,,,,
1852,UNNAMED,27.1,-86.1,,,,
1852,UNNAMED,27.3,-85.6,,,,
1852,UNNAMED,27.5,-85.1,,,,
1852,UNNAMED,27.7,-84.6,,,,
1852,UNNAMED,27.8,-84.0,,,,
1852,UNNAMED,27.9,-83.4,,,,
1852,UNNAMED,28.0,-82.8,,,,
1852,UNNAMED,28.1,-82.2,,,,
1852,UNNAMED,28.2,-81.5,,,,
1852,UNNAMED,28.5,-80.5,,,,
1852,UNNAMED,29.2,-79.0,,,,
1852,UNNAMED,30.4,-77.0,,,,
1852,UNNAMED,32.0,-74.5,,,,
1852,UNNAMED,34.0,-71.5,,,,
1852,UNNAMED,16.1,-58.5,,,,
1852,UNNAMED,16.4,-59.1,,,,
1852,UNNAMED,16.7,-59.7,,,,
1852,UNNAMED,17.0,-60.3,,,,
1852,UNNAMED,17.4,-61.2,,,,
1852,UNNAMED,17.7,-62.2,,,,
1852,UNNAMED,18.1,-63.1,,,,
1852,UNNAMED,18.4,-63.7,,,,
1852,UNNAMED,18.7,-64.3,,,,
1852,UNNAMED,18.9,-65.0,,,,
1852,UNNAMED,19.1,-65.8,,,,
1852,UNNAMED,19.2,-66.6,,,,
1852,UNNAMED,19.5,-67.4,,,,
1852,UNNAMED,19.7,-68.1,,,,
1852,UNNAMED,19.9,-68.8,,,,
1852,UNNAMED,20.0,-69.6,,,,
1852,UNNAMED,20.1,-70.3,,,,
1852,UNNAMED,20.4,-70.9,,,,
1852,UNNAMED,20.7,-71.6,,,,
1852,UNNAMED,21.0,-72.1,,,,
1852,UNNAMED,21.4,-73.0,,,,
1852,UNNAMED,21.9,-73.6,,,,
1852,UNNAMED,22.5,-74.0,,,,
1852,UNNAMED,23.2,-74.4,,,,
1852,UNNAMED,23.9,-74.6,,,,
1852,UNNAMED,24.6,-74.6,,,,
1852,UNNAMED,25.4,-74.5,,,,
1852,UNNAMED,26.5,-74.0,,,,
1852,UNNAMED,27.4,-73.5,,,,
1852,UNNAMED,28.2,-72.9,,,,
1852,UNNAMED,29.0,-72.3,,,,
1852,UNNAMED,30.2,-71.5,,,,
1852,UNNAMED,31.6,-70.5,,,,
1852,UNNAMED,32.7,-69.6,,,,
1852,UNNAMED,33.8,-69.1,,,,
1852,UNNAMED,34.9,-68.6,,,,
1852,UNNAMED,17.0,-73.8,,,,
1852,UNNAMED,17.1,-75.0,,,,
1852,UNNAMED,17.2,-76.3,,,,
1852,UNNAMED,17.2,-77.8,,,,
1852,UNNAMED,17.7,-79.6,,,,
1852,UNNAMED,18.2,-81.5,,,,
1852,UNNAMED,18.7,-83.1,,,,
1852,UNNAMED,19.5,-84.4,,,,
1852,UNNAMED,20.4,-85.5,,,,
1852,UNNAMED,21.2,-86.4,,,,
1852,UNNAMED,22.4,-86.9,,,,
1852,UNNAMED,24.0,-86.8,,,,
1852,UNNAMED,25.6,-86.4,,,,
1852,UNNAMED,26.9,-85.9,,,,
1852,UNNAMED,28.0,-85.5,,,,
1852,UNNAMED,29.2,-84.9,,,,
1852,UNNAMED,29.9,-84.4,,,,
1852,UNNAMED,30.5,-83.9,,,,
1852,UNNAMED,31.8,-82.8,,,,
1852,UNNAMED,33.0,-81.1,,,,
1852,UNNAMED,34.0,-79.5,,,,
1852,UNNAMED,35.0,-77.0,,,,
1852,UNNAMED,36.0,-74.0,,,,
1852,UNNAMED,38.0,-70.0,,,,
1852,UNNAMED,40.0,-66.0,,,,
1853,UNNAMED,32.5,-69.0,,,,
1853,UNNAMED,12.0,-60.0,,,,
1853,UNNAMED,12.1,-23.2,,,,
1853,UNNAMED,12.3,-25.1,,,,
1853,UNNAMED,12.5,-27.0,,,,
1853,UNNAMED,12.8,-28.9,,,,
1853,UNNAMED,13.0,-30.9,,,,
1853,UNNAMED,13.3,-33.0,,,,
1853,UNNAMED,13.6,-35.0,,,,
1853,UNNAMED,13.9,-36.8,,,,
1853,UNNAMED,14.2,-38.5,,,,
1853,UNNAMED,14.6,-40.5,,,,
1853,UNNAMED,14.9,-42.3,,,,
1853,UNNAMED,15.2,-43.9,,,,
1853,UNNAMED,15.7,-45.7,,,,
1853,UNNAMED,16.2,-47.3,,,,
1853,UNNAMED,16.7,-49.0,,,,
1853,UNNAMED,17.4,-51.0,,,,
1853,UNNAMED,18.2,-52.8,,,,
1853,UNNAMED,19.1,-54.6,,,,
1853,UNNAMED,19.7,-56.2,,,,
1853,UNNAMED,20.7,-58.0,,,,
1853,UNNAMED,21.2,-59.9,,,,
1853,UNNAMED,22.0,-61.8,,,,
1853,UNNAMED,22.7,-63.7,,,,
1853,UNNAMED,23.4,-65.3,,,,
1853,UNNAMED,24.2,-67.1,,,,
1853,UNNAMED,25.0,-68.6,,,,
1853,UNNAMED,25.8,-70.1,,,,
1853,UNNAMED,26.6,-71.1,,,,
1853,UNNAMED,27.3,-72.0,,,,
1853,UNNAMED,28.2,-72.9,,,,
1853,UNNAMED,29.1,-73.5,,,,
1853,UNNAMED,30.2,-74.0,,,,
1853,UNNAMED,31.2,-74.3,,,,
1853,UNNAMED,32.5,-74.1,,,,
1853,UNNAMED,33.7,-73.9,,,,
1853,UNNAMED,34.9,-72.9,,,,
1853,UNNAMED,36.0,-71.6,,,,
1853,UNNAMED,36.8,-69.9,,,,
1853,UNNAMED,37.5,-67.9,,,,
1853,UNNAMED,38.2,-65.4,,,,
1853,UNNAMED,39.0,-62.3,,,,
1853,UNNAMED,39.9,-59.4,,,,
1853,UNNAMED,40.8,-56.8,,,,
1853,UNNAMED,41.9,-53.4,,,,
1853,UNNAMED,42.9,-49.5,,,,
1853,UNNAMED,43.9,-45.5,,,,
1853,UNNAMED,45.0,-41.2,,,,
1853,UNNAMED,46.2,-36.2,,,,
1853,UNNAMED,37.0,-53.0,,,,
1853,UNNAMED,38.0,-51.0,,,,
1853,UNNAMED,39.0,-49.0,,,,
1853,UNNAMED,40.0,-46.8,,,,
1853,UNNAMED,41.3,-44.0,,,,
1853,UNNAMED,42.5,-41.5,,,,
1853,UNNAMED,43.4,-39.3,,,,
1853,UNNAMED,44.5,-37.2,,,,
1853,UNNAMED,45.5,-34.7,,,,
1853,UNNAMED,46.3,-32.3,,,,
1853,UNNAMED,47.0,-30.0,,,,
1853,UNNAMED,48.0,-27.5,,,,
1853,UNNAMED,20.0,-95.0,,,,
1853,UNNAMED,25.8,-62.0,,,,
1853,UNNAMED,27.4,-62.5,,,,
1853,UNNAMED,29.0,-62.9,,,,
1853,UNNAMED,30.6,-63.2,,,,
1853,UNNAMED,32.9,-62.6,,,,
1853,UNNAMED,34.8,-61.3,,,,
1853,UNNAMED,36.0,-59.8,,,,
1853,UNNAMED,36.7,-58.4,,,,
1853,UNNAMED,36.8,-57.4,,,,
1853,UNNAMED,36.3,-56.7,,,,
1853,UNNAMED,35.5,-56.9,,,,
1853,UNNAMED,35.5,-57.0,,,,
1853,UNNAMED,35.4,-57.2,,,,
1853,UNNAMED,35.3,-57.4,,,,
1853,UNNAMED,35.3,-57.7,,,,
1853,UNNAMED,35.4,-57.9,,,,
1853,UNNAMED,35.5,-58.1,,,,
1853,UNNAMED,35.5,-58.2,,,,
1853,UNNAMED,35.8,-58.3,,,,
1853,UNNAMED,36.3,-58.0,,,,
1853,UNNAMED,37.0,-57.5,,,,
1853,UNNAMED,38.0,-56.8,,,,
1853,UNNAMED,15.0,-37.0,,,,
1853,UNNAMED,27.5,-78.5,,,,
1853,UNNAMED,28.0,-78.9,,,,
1853,UNNAMED,28.5,-79.3,,,,
1853,UNNAMED,28.9,-79.6,,,,
1853,UNNAMED,29.3,-79.9,,,,
1853,UNNAMED,29.7,-80.2,,,,
1853,UNNAMED,30.0,-80.5,,,,
1853,UNNAMED,30.3,-80.7,,,,
1853,UNNAMED,30.6,-80.9,,,,
1853,UNNAMED,30.9,-80.9,,,,
1853,UNNAMED,31.3,-80.6,,,,
1853,UNNAMED,31.7,-80.1,,,,
1853,UNNAMED,32.1,-79.4,,,,
1853,UNNAMED,32.5,-78.5,,,,
1854,UNNAMED,26.0,-92.5,,,,
1854,UNNAMED,26.0,-93.0,,,,
1854,UNNAMED,26.0,-93.5,,,,
1854,UNNAMED,26.0,-94.0,,,,
1854,UNNAMED,26.0,-94.7,,,,
1854,UNNAMED,26.1,-95.7,,,,
1854,UNNAMED,26.2,-97.0,,,,
1854,UNNAMED,26.4,-98.5,,,,
1854,UNNAMED,26.8,-100.0,,,,
1854,UNNAMED,27.4,-101.5,,,,
1854,UNNAMED,28.0,-103.0,,,,
1854,UNNAMED,33.0,-55.0,,,,
1854,UNNAMED,26.4,-76.6,,,,
1854,UNNAMED,27.2,-77.6,,,,
1854,UNNAMED,28.0,-78.6,,,,
1854,UNNAMED,28.8,-79.6,,,,
1854,UNNAMED,29.6,-80.3,,,,
1854,UNNAMED,30.4,-80.6,,,,
1854,UNNAMED,31.1,-80.9,,,,
1854,UNNAMED,31.6,-81.1,,,,
1854,UNNAMED,31.7,-81.1,,,,
1854,UNNAMED,32.0,-81.3,,,,
1854,UNNAMED,32.5,-81.5,,,,
1854,UNNAMED,33.2,-81.5,,,,
1854,UNNAMED,34.3,-80.5,,,,
1854,UNNAMED,35.5,-78.1,,,,
1854,UNNAMED,36.8,-75.9,,,,
1854,UNNAMED,37.8,-74.0,,,,
1854,UNNAMED,38.4,-71.9,,,,
1854,UNNAMED,38.8,-69.5,,,,
1854,UNNAMED,39.0,-67.3,,,,
1854,UNNAMED,39.4,-65.0,,,,
1854,UNNAMED,39.5,-61.8,,,,
1854,UNNAMED,39.8,-58.3,,,,
1854,UNNAMED,40.0,-55.1,,,,
1854,UNNAMED,40.0,-52.0,,,,
1854,UNNAMED,40.2,-48.0,,,,
1854,UNNAMED,28.2,-93.6,,,,
1854,UNNAMED,28.4,-94.1,,,,
1854,UNNAMED,28.6,-94.6,,,,
1854,UNNAMED,28.8,-95.1,,,,
1854,UNNAMED,28.9,-95.3,,,,
1854,UNNAMED,29.0,-95.6,,,,
1854,UNNAMED,29.2,-96.1,,,,
1854,UNNAMED,29.4,-96.5,,,,
1854,UNNAMED,29.7,-96.6,,,,
1854,UNNAMED,30.0,-96.4,,,,
1854,UNNAMED,30.3,-96.0,,,,
1854,UNNAMED,25.0,-67.6,,,,
1854,UNNAMED,25.8,-67.6,,,,
1854,UNNAMED,26.7,-67.6,,,,
1854,UNNAMED,27.6,-67.5,,,,
1854,UNNAMED,28.6,-67.3,,,,
1854,UNNAMED,29.5,-67.0,,,,
1854,UNNAMED,30.3,-66.6,,,,
1854,UNNAMED,31.5,-65.6,,,,
1854,UNNAMED,32.4,-64.3,,,,
1854,UNNAMED,33.0,-62.8,,,,
1854,UNNAMED,33.5,-61.0,,,,
1854,UNNAMED,34.2,-58.7,,,,
1855,UNNAMED,22.2,-98.0,,,,
1855,UNNAMED,44.0,-42.0,,,,
1855,UNNAMED,46.0,-39.0,,,,
1855,UNNAMED,48.0,-36.0,,,,
1855,UNNAMED,50.0,-32.5,,,,
1855,UNNAMED,52.0,-29.0,,,,
1855,UNNAMED,54.0,-24.0,,,,
1855,UNNAMED,12.5,-83.0,,,,
1855,UNNAMED,12.0,-55.9,,,,
1855,UNNAMED,12.0,-57.1,,,,
1855,UNNAMED,12.1,-58.3,,,,
1855,UNNAMED,12.3,-59.5,,,,
1855,UNNAMED,12.8,-60.7,,,,
1855,UNNAMED,13.5,-61.9,,,,
1855,UNNAMED,14.1,-62.8,,,,
1855,UNNAMED,14.8,-63.7,,,,
1855,UNNAMED,15.6,-64.4,,,,
1855,UNNAMED,16.4,-65.4,,,,
1855,UNNAMED,17.1,-66.5,,,,
1855,UNNAMED,17.7,-67.9,,,,
1855,UNNAMED,18.4,-69.5,,,,
1855,UNNAMED,19.2,-71.1,,,,
1855,UNNAMED,19.5,-72.3,,,,
1855,UNNAMED,19.7,-73.6,,,,
1855,UNNAMED,26.7,-89.1,,,,
1855,UNNAMED,27.1,-89.1,,,,
1855,UNNAMED,27.5,-89.3,,,,
1855,UNNAMED,28.1,-89.4,,,,
1855,UNNAMED,28.8,-89.5,,,,
1855,UNNAMED,29.2,-89.5,,,,
1855,UNNAMED,29.6,-89.5,,,,
1855,UNNAMED,30.2,-89.4,,,,
1855,UNNAMED,31.0,-89.1,,,,
1855,UNNAMED,32.0,-88.8,,,,
1855,UNNAMED,33.0,-88.3,,,,
1856,UNNAMED,25.0,-83.9,,,,
1856,UNNAMED,25.7,-85.1,,,,
1856,UNNAMED,26.3,-86.5,,,,
1856,UNNAMED,27.0,-87.8,,,,
1856,UNNAMED,27.7,-89.1,,,,
1856,UNNAMED,28.2,-89.8,,,,
1856,UNNAMED,28.7,-90.5,,,,
1856,UNNAMED,29.2,-91.1,,,,
1856,UNNAMED,29.7,-91.6,,,,
1856,UNNAMED,30.0,-91.8,,,,
1856,UNNAMED,30.3,-91.9,,,,
1856,UNNAMED,30.6,-91.8,,,,
1856,UNNAMED,30.9,-91.6,,,,
1856,UNNAMED,31.3,-91.0,,,,
1856,UNNAMED,12.1,-56.1,,,,
1856,UNNAMED,12.1,-57.3,,,,
1856,UNNAMED,12.1,-58.5,,,,
1856,UNNAMED,12.1,-60.1,,,,
1856,UNNAMED,12.1,-61.8,,,,
1856,UNNAMED,12.1,-63.2,,,,
1856,UNNAMED,12.1,-64.5,,,,
1856,UNNAMED,12.1,-65.6,,,,
1856,UNNAMED,32.5,-75.5,,,,
1856,UNNAMED,33.8,-76.0,,,,
1856,UNNAMED,34.8,-76.4,,,,
1856,UNNAMED,35.0,-76.5,,,,
1856,UNNAMED,36.0,-76.3,,,,
1856,UNNAMED,37.0,-76.0,,,,
1856,UNNAMED,38.0,-75.3,,,,
1856,UNNAMED,39.0,-74.3,,,,
1856,UNNAMED,39.8,-73.0,,,,
1856,UNNAMED,40.4,-71.5,,,,
1856,UNNAMED,40.8,-69.5,,,,
1856,UNNAMED,41.0,-67.0,,,,
1856,UNNAMED,23.0,-82.5,,,,
1856,UNNAMED,21.0,-69.8,,,,
1856,UNNAMED,21.0,-70.8,,,,
1856,UNNAMED,21.1,-71.9,,,,
1856,UNNAMED,21.2,-72.8,,,,
1856,UNNAMED,21.6,-73.9,,,,
1856,UNNAMED,21.7,-74.8,,,,
1856,UNNAMED,22.0,-75.9,,,,
1856,UNNAMED,22.2,-76.6,,,,
1856,UNNAMED,22.4,-77.6,,,,
1856,UNNAMED,22.6,-78.6,,,,
1856,UNNAMED,22.7,-79.5,,,,
1856,UNNAMED,22.7,-80.6,,,,
1856,UNNAMED,22.9,-81.6,,,,
1856,UNNAMED,23.0,-82.9,,,,
1856,UNNAMED,23.2,-84.0,,,,
1856,UNNAMED,23.6,-84.6,,,,
1856,UNNAMED,23.9,-85.1,,,,
1856,UNNAMED,24.2,-85.6,,,,
1856,UNNAMED,24.7,-86.4,,,,
1856,UNNAMED,24.9,-86.8,,,,
1856,UNNAMED,25.2,-87.1,,,,
1856,UNNAMED,25.6,-87.3,,,,
1856,UNNAMED,26.2,-87.4,,,,
1856,UNNAMED,27.5,-87.3,,,,
1856,UNNAMED,28.9,-86.6,,,,
1856,UNNAMED,30.2,-85.9,,,,
1856,UNNAMED,31.1,-84.8,,,,
1856,UNNAMED,32.2,-83.3,,,,
1856,UNNAMED,33.0,-81.6,,,,
1856,UNNAMED,34.0,-79.6,,,,
1856,UNNAMED,34.7,-77.9,,,,
1856,UNNAMED,35.5,-75.3,,,,
1856,UNNAMED,36.3,-72.8,,,,
1856,UNNAMED,36.8,-70.0,,,,
1856,UNNAMED,37.2,-67.3,,,,
1856,UNNAMED,37.7,-64.6,,,,
1856,UNNAMED,38.2,-61.8,,,,
1856,UNNAMED,38.8,-58.6,,,,
1856,UNNAMED,39.0,-56.0,,,,
1856,UNNAMED,39.5,-52.3,,,,
1856,UNNAMED,32.0,-48.8,,,,
1856,UNNAMED,32.5,-48.9,,,,
1856,UNNAMED,32.9,-49.0,,,,
1856,UNNAMED,33.5,-49.3,,,,
1856,UNNAMED,34.5,-49.8,,,,
1856,UNNAMED,35.2,-50.5,,,,
1856,UNNAMED,35.6,-51.0,,,,
1856,UNNAMED,35.8,-51.4,,,,
1856,UNNAMED,36.0,-51.7,,,,
1856,UNNAMED,36.1,-52.0,,,,
1856,UNNAMED,36.2,-52.3,,,,
1856,UNNAMED,36.3,-52.4,,,,
1856,UNNAMED,36.4,-52.5,,,,
1856,UNNAMED,36.5,-52.6,,,,
1856,UNNAMED,36.5,-52.7,,,,
1856,UNNAMED,36.5,-52.8,,,,
1856,UNNAMED,36.5,-52.9,,,,
1856,UNNAMED,36.5,-53.0,,,,
1856,UNNAMED,36.5,-53.0,,,,
1856,UNNAMED,36.5,-53.0,,,,
1857,UNNAMED,34.0,-74.5,,,,
1857,UNNAMED,34.5,-73.8,,,,
1857,UNNAMED,35.0,-72.6,,,,
1857,UNNAMED,35.2,-71.4,,,,
1857,UNNAMED,35.4,-70.1,,,,
1857,UNNAMED,35.5,-68.9,,,,
1857,UNNAMED,35.8,-67.6,,,,
1857,UNNAMED,36.0,-66.0,,,,
1857,UNNAMED,26.5,-73.0,,,,
1857,UNNAMED,26.7,-72.8,,,,
1857,UNNAMED,26.9,-72.6,,,,
1857,UNNAMED,27.2,-72.4,,,,
1857,UNNAMED,27.5,-72.3,,,,
1857,UNNAMED,27.7,-72.5,,,,
1857,UNNAMED,27.9,-72.7,,,,
1857,UNNAMED,28.1,-72.9,,,,
1857,UNNAMED,28.3,-73.0,,,,
1857,UNNAMED,28.7,-73.6,,,,
1857,UNNAMED,29.1,-74.2,,,,
1857,UNNAMED,29.5,-74.7,,,,
1857,UNNAMED,29.9,-75.3,,,,
1857,UNNAMED,30.2,-75.8,,,,
1857,UNNAMED,30.5,-76.2,,,,
1857,UNNAMED,30.7,-76.7,,,,
1857,UNNAMED,31.0,-77.1,,,,
1857,UNNAMED,31.2,-77.4,,,,
1857,UNNAMED,31.5,-77.7,,,,
1857,UNNAMED,31.7,-78.0,,,,
1857,UNNAMED,32.1,-78.2,,,,
1857,UNNAMED,32.3,-78.2,,,,
1857,UNNAMED,32.5,-78.3,,,,
1857,UNNAMED,32.8,-78.3,,,,
1857,UNNAMED,33.3,-78.3,,,,
1857,UNNAMED,33.9,-78.0,,,,
1857,UNNAMED,34.5,-77.5,,,,
1857,UNNAMED,34.9,-77.1,,,,
1857,UNNAMED,35.5,-76.5,,,,
1857,UNNAMED,36.0,-76.2,,,,
1857,UNNAMED,36.3,-75.8,,,,
1857,UNNAMED,36.5,-74.9,,,,
1857,UNNAMED,36.8,-73.5,,,,
1857,UNNAMED,37.6,-71.8,,,,
1857,UNNAMED,38.5,-69.8,,,,
1857,UNNAMED,39.4,-67.6,,,,
1857,UNNAMED,40.3,-65.2,,,,
1857,UNNAMED,41.2,-61.7,,,,
1857,UNNAMED,42.1,-58.9,,,,
1857,UNNAMED,43.0,-56.0,,,,
1857,UNNAMED,44.0,-53.0,,,,
1857,UNNAMED,45.0,-50.0,,,,
1857,UNNAMED,46.0,-46.0,,,,
1857,UNNAMED,47.0,-42.0,,,,
1857,UNNAMED,48.0,-38.0,,,,
1857,UNNAMED,49.0,-34.0,,,,
1857,UNNAMED,50.0,-30.0,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,32.5,-73.5,,,,
1857,UNNAMED,16.0,-54.7,,,,
1857,UNNAMED,16.0,-56.2,,,,
1857,UNNAMED,16.0,-57.7,,,,
1857,UNNAMED,16.0,-59.2,,,,
1857,UNNAMED,16.0,-61.1,,,,
1857,UNNAMED,16.0,-63.0,,,,
1857,UNNAMED,16.0,-64.6,,,,
1857,UNNAMED,16.0,-66.8,,,,
1857,UNNAMED,16.0,-68.5,,,,
