event_id,disaster_type,lat_center,lon_center,coastal_flag,island_like_flag,elevation_median,slope_median,urban_share_1km,water_share_1km,developed_high_share_1km,pre_ntl_event_mean,cloud_pre_event_mean,cloud_post_event_mean,storm_precip_7d,event_duration_days,source_ref,quality_flag
earthquake_sanjuan,earthquake,18.4042343833987,-66.0823180880423,1,1,20.0,0.004738994927460091,0.7118427632458245,0.09033942652747318,0.08336297853426133,4.404472254836441,0.1868578000683268,0.2143301863196459,13.700000000000001,38,panel_stats;open-meteo:archive;opentopodata:srtm90m,ok;ok;cloud_summary_fallback
ida_neworleans,hurricane,29.956568937175742,-90.05161565656144,1,0,0.0,0.0006572594392525403,0.7503622067868084,0.12742225112226832,0.13284298657601826,4.579894454331041,0.4094711168422267,0.3862220089946316,252.70000000000002,59,panel_stats;open-meteo:archive;opentopodata:srtm90m,ok;ok;cloud_summary_fallback
irma_miami,hurricane,25.81084390096415,-80.24425854218656,1,0,8.0,0.0002797627066126846,0.7968483676135159,0.1871496813668419,0.13553356074364478,6.84012133384284,0.4996787678283849,0.4360283970906275,182.4,49,panel_stats;open-meteo:archive;opentopodata:srtm90m,ok;ok;cloud_summary_fallback
laura_lakecharles,hurricane,30.203605640308613,-93.24288070339604,1,0,17.0,0.002195580039079231,0.6394590550318248,0.09194816781912506,0.05389592585300205,3.809395806126276,0.1460010782434595,0.3015290015809459,177.8,89,panel_stats;open-meteo:archive;opentopodata:srtm90m,ok;ok;cloud_summary_fallback
maria_sanjuan,hurricane,18.4042343833987,-66.0823180880423,1,1,20.0,0.004738994927460091,0.7017096845883637,0.10180275575106873,0.0819513022671673,3.3952998692536775,0.4122684342685948,0.4721943709018412,14.9,63,panel_stats;open-meteo:archive;opentopodata:srtm90m,ok;ok;cloud_summary_fallback
michael_panamacity,hurricane,30.185639334626224,-85.65660812900667,1,0,16.0,0.0012819798464875774,0.7280592095463448,0.11282773294985471,0.04916758440693371,2.0205070204102387,0.204555939167866,0.5305194715469823,147.6,76,panel_stats;open-meteo:archive;opentopodata:srtm90m,ok;ok;cloud_summary_fallback
