fpr,tpr,threshold,auc,variant
0.048536402301726296,0.2601046124583928,0.7262679905767031,0.7191682793637468,no_nlcd
0.048536402301726296,0.2605801236329054,0.7262676186694313,0.7191682793637468,no_nlcd
0.04878658994245684,0.2605801236329054,0.726267346879844,0.7191682793637468,no_nlcd
0.04878658994245684,0.2623236646061182,0.7262664530798023,0.7191682793637468,no_nlcd
0.04928696522391794,0.2623236646061182,0.7262660681963341,0.7191682793637468,no_nlcd
0.04928696522391794,0.26264067205579333,0.7262660206281366,0.7191682793637468,no_nlcd
0.05003752814610958,0.26264067205579333,0.7262659212815635,0.7191682793637468,no_nlcd
0.05003752814610958,0.2629576795054684,0.7262657909807545,0.7191682793637468,no_nlcd
0.05028771578684013,0.2629576795054684,0.7262657264382354,0.7191682793637468,no_nlcd
0.05028771578684013,0.26327468695514344,0.7262656097002953,0.7191682793637468,no_nlcd
0.050537903427570675,0.26327468695514344,0.7262656061824423,0.7191682793637468,no_nlcd
0.050537903427570675,0.26375019812965605,0.7262650992828369,0.7191682793637468,no_nlcd
0.050788091068301226,0.26375019812965605,0.7262649469962785,0.7191682793637468,no_nlcd
0.050788091068301226,0.2648597242035188,0.7262644099588837,0.7191682793637468,no_nlcd
0.05128846634976232,0.2648597242035188,0.7262641487624931,0.7191682793637468,no_nlcd
0.05128846634976232,0.26501822792835633,0.7262639673889497,0.7191682793637468,no_nlcd
0.05153865399049287,0.26501822792835633,0.7262639561177182,0.7191682793637468,no_nlcd
0.05153865399049287,0.26549373910286894,0.7262638256909011,0.7191682793637468,no_nlcd
0.051788841631223416,0.26549373910286894,0.7262638035701252,0.7191682793637468,no_nlcd
0.051788841631223416,0.265810746552544,0.726263096618752,0.7191682793637468,no_nlcd
0.05228921691268451,0.265810746552544,0.726262814047697,0.7191682793637468,no_nlcd
0.05228921691268451,0.26612775400221905,0.7262627672711114,0.7191682793637468,no_nlcd
0.05253940455341506,0.26612775400221905,0.7262627254705796,0.7191682793637468,no_nlcd
0.05253940455341506,0.26739578380091933,0.7262618623676583,0.7191682793637468,no_nlcd
0.05278959219414561,0.26739578380091933,0.7262617669961725,0.7191682793637468,no_nlcd
0.05278959219414561,0.2677127912505944,0.7262616478215027,0.7191682793637468,no_nlcd
0.053039779834876156,0.2677127912505944,0.7262616184151495,0.7191682793637468,no_nlcd
0.053039779834876156,0.26850530987478205,0.7262610733990339,0.7191682793637468,no_nlcd
0.05328996747560671,0.26850530987478205,0.7262610706166708,0.7191682793637468,no_nlcd
0.05328996747560671,0.2700903471231574,0.7262606669625538,0.7191682793637468,no_nlcd
0.05354015511633725,0.2700903471231574,0.7262604978192639,0.7191682793637468,no_nlcd
0.05354015511633725,0.27072436202250755,0.7262599817549362,0.7191682793637468,no_nlcd
0.0537903427570678,0.27072436202250755,0.7262598486917439,0.7191682793637468,no_nlcd
0.0537903427570678,0.27088286574734505,0.7262598359123024,0.7191682793637468,no_nlcd
0.054040530397798346,0.27088286574734505,0.7262598312845261,0.7191682793637468,no_nlcd
0.054040530397798346,0.2721508955460453,0.7262591618889508,0.7191682793637468,no_nlcd
0.0542907180385289,0.2721508955460453,0.7262591433050214,0.7191682793637468,no_nlcd
0.0542907180385289,0.2723093992708829,0.726259140773284,0.7191682793637468,no_nlcd
0.05454090567925945,0.2723093992708829,0.7262591036079206,0.7191682793637468,no_nlcd
0.05454090567925945,0.27262640672055793,0.7262589123227594,0.7191682793637468,no_nlcd
0.05479109331998999,0.27262640672055793,0.7262588281956753,0.7191682793637468,no_nlcd
0.05479109331998999,0.272943414170233,0.7262586970615356,0.7191682793637468,no_nlcd
0.05504128096072054,0.272943414170233,0.7262586742863341,0.7191682793637468,no_nlcd
